map,orbit_map,target_p,observable,xi_true,lambda,orbit_id,orbit_seed,k,i_star,series_len_m,N_k,mu_hat,sigma_hat,xi_hat,mu_star_hat,sigma_star_hat,n_S_all,S_all_min,S_all_max,segment,n_used,alpha,istar_rule
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,17,3803106730039415808,9,160.0,29992,187.0,1.451259776441582,0.03355918469730197,-0.09138670662778392,1.3144251771495985,0.027751149792616513,35,160.0,345.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,17,3803106730039415808,10,285.0,29991,105.0,1.456911589612151,0.032074934436851,-0.15284096380863904,1.277459771764224,0.022932317740132064,63,285.0,615.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,1,55.0,30000,545.0,3.8989328953610123,1.121549107624833,0.3875795870625034,2.147650765373727,0.44278790285441966,190,55.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,2,30.0,29999,999.0,1.847498456288998,0.06887061333122971,-0.8026109072580327,1.571828923043076,0.16633233097898845,8,30.0,855.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,3,,29998,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,8,105.0,29993,285.0,1.460031003392168,0.04660596437137107,-0.4459323757447634,1.1582949846819677,0.020815590821002896,5,105.0,140.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,9,160.0,29992,187.0,1.45156346783989,0.03735707753726668,-0.19037817561471915,1.2682089946747717,0.025144573275302316,34,160.0,420.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,18,8456796539239031808,10,245.0,29991,122.0,1.456623002287728,0.04264145548984216,-0.41942280192445647,1.0381901102383904,0.01593709632744467,116,245.0,930.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,1,270.0,30000,111.0,6.026731650458002,1.9679644897724273,0.46327422549516506,2.448061117701301,0.310058670407197,147,270.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,2,25.0,29999,1199.0,1.8389643629384116,0.07798768281233148,-0.8288113631408394,1.5758822619604917,0.16666454373377254,1,25.0,25.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,3,,29998,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,8,,29993,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,9,220.0,29992,136.0,1.470307969094043,0.039953113327186776,-0.41420016158900586,1.1043228868491277,0.01926529256050913,12,220.0,275.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,19,7132626394770388992,10,295.0,29991,101.0,1.4662420215591954,0.03674344467878367,-0.35047094815629093,1.1333988696452146,0.01723025243831499,52,295.0,850.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,1,145.0,30000,206.0,5.083246413443108,1.301015250408316,0.279304052783101,2.243845425662315,0.5079590470448001,126,145.0,770.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,2,30.0,29999,999.0,1.8467433690574424,0.06716997147520047,-0.7730874460711799,1.5864720531617964,0.1570477129127535,5,30.0,55.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,3,945.0,29998,31.0,1.6182704581451173,0.0015705802681613428,-0.6225166587168796,1.5548692586621586,0.017314229062427872,2,945.0,990.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,8,,29993,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,9,165.0,29992,181.0,1.451510639547811,0.04233418214068081,-0.3231265080684014,1.1770250592209466,0.02183720797373052,19,165.0,350.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,20,4930664313581036544,10,305.0,29991,98.0,1.4603123297351113,0.03607327662793313,-0.3042241436209123,1.1647611329837337,0.018884291629622633,82,305.0,980.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,1,160.0,30000,187.0,5.072958652140464,1.439841552772779,0.28476962715094667,1.9013129086686318,0.5366531769494184,169,160.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,2,30.0,29999,999.0,1.847456710237099,0.06984815441189499,-0.8130084567944351,1.5646441965814333,0.1706312413508885,2,30.0,35.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,3,35.0,29998,857.0,1.5740201413321273,0.038648472170679814,-0.8256209879242418,1.3874415169873082,0.061346479403811625,1,35.0,35.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,6,615.0,29995,48.0,1.561800156960126,0.006322527680849186,-0.7617362995583801,1.2457288213626545,0.017632745964693844,7,615.0,935.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,8,,29993,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,9,175.0,29992,171.0,1.4640375653265856,0.04053184644116282,-0.37779358509438815,1.160286358099099,0.01911251241194693,9,175.0,235.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,21,17262798227781249024,10,200.0,29991,149.0,1.4519822578758463,0.044702221300758294,-0.42407017193495866,1.0535724560473474,0.015163322855885284,57,200.0,735.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,1,85.0,30000,352.0,4.321331064550127,1.1382218303569873,0.3717404970627142,2.3274789274135044,0.397026245828264,158,85.0,870.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,2,30.0,29999,999.0,1.8460133058358965,0.06908201904023617,-0.7895139431531022,1.5734596964448735,0.16445947716556655,6,30.0,55.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,3,790.0,29998,37.0,1.6172030750825734,0.0023198931584073827,-0.6807712531480088,1.5136439407333144,0.02833905667083976,3,790.0,895.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,8,,29993,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,9,160.0,29992,187.0,1.4470593913512055,0.03345910341488454,-0.021808061984789254,1.3266042525027684,0.03197567026602757,24,160.0,285.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,22,8726247566236100608,10,185.0,29991,162.0,1.437192203501671,0.03204859942234817,0.0698153662388916,0.8635763243271917,0.01611297757242108,29,185.0,395.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,1,15.0,30000,2000.0,2.78621492211307,0.7362075368057939,0.27410238888453997,2.0878308009822253,0.5447787808447992,198,15.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,2,30.0,29999,999.0,1.843910308298409,0.07013345086854755,-0.7824149010949757,1.5693598073400692,0.1656654665531587,3,30.0,40.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,3,,29998,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,8,110.0,29993,272.0,1.4591722565444982,0.04926899108566733,-0.48063812148064955,1.1088082330368578,0.021134293930636636,9,110.0,155.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,9,160.0,29992,187.0,1.4541211950463053,0.045528235942959176,-0.3859215430733467,1.122674791693537,0.020406049788839118,35,160.0,355.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,23,675611128067509376,10,275.0,29991,109.0,1.4529812637370687,0.028213859743482776,0.050810835026572895,0.9837716402045997,0.01676381859226031,62,275.0,995.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,1,180.0,30000,166.0,5.593003922217591,1.8061859550264074,0.3133104902476396,1.703939193298925,0.587701178204097,165,180.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,2,370.0,29999,81.0,1.9236202273828453,0.007309525207028022,-0.7604237473291229,1.679578681278895,0.1138641476994396,14,370.0,855.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,3,775.0,29998,38.0,1.6180553230704922,0.0015879167901235508,-0.5366888475047134,1.5766907848609828,0.01130408599445923,9,775.0,975.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,5,660.0,29996,45.0,1.5649929104538374,0.00382652070111349,-0.737370879578271,1.380176219112169,0.018137211663460828,2,660.0,905.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,6,720.0,29995,41.0,1.5610420849871973,0.007358643225643854,-0.8066615535441511,1.0676200371838,0.02475820578514196,10,720.0,995.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,8,105.0,29993,285.0,1.4539994035767079,0.0477184011205474,-0.4453537171416724,1.1453929388180428,0.021334740683874382,26,105.0,250.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,9,140.0,29992,214.0,1.4438311044330812,0.03233454253778745,-0.10940995094081084,1.3138238315083424,0.02538135443349569,87,140.0,825.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,24,11653117612666775552,10,385.0,29991,77.0,1.4658060875730432,0.035950759830642866,-0.38974010758113875,1.0566608361808423,0.017180587309805463,112,385.0,945.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,1,275.0,30000,109.0,6.2018500495028,1.9507719879763217,0.29248639300121904,1.5979394945803627,0.6041907960668172,53,275.0,535.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,2,30.0,29999,999.0,1.846387640141495,0.07138111968515538,-0.8217345108565034,1.5545625332360644,0.1760558080286804,2,30.0,35.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,3,,29998,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,8,125.0,29993,239.0,1.463985574756899,0.045841789548471026,-0.47677148992972895,1.1140185512430878,0.02104271954521787,12,125.0,190.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,9,195.0,29992,153.0,1.4554334453664226,0.03460428717739767,-0.1849251209801429,1.2741235959425268,0.024435073827505868,50,195.0,460.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,25,1259291914595272192,10,255.0,29991,117.0,1.4477356556017975,0.03263793812728748,-0.17295067482183046,1.263948413287302,0.0219017118576584,138,255.0,995.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,1,70.0,30000,428.0,4.198965793388613,1.1744170409122523,0.32011506692360214,2.1064755026440505,0.504579371453569,187,70.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,2,25.0,29999,1199.0,1.8284604535509972,0.07886352825295442,-0.7497172557530101,1.5820841030800552,0.15675402251138915,5,25.0,45.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,3,,29998,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,8,110.0,29993,272.0,1.4657583086648511,0.04948229183258554,-0.5524071190238402,1.061302867461725,0.018705781772095174,1,110.0,110.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,9,170.0,29992,176.0,1.4564359931809014,0.04105943939954515,-0.2650752725196817,1.2168750743351404,0.0240439237306054,10,170.0,250.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,26,9154004486346180608,10,305.0,29991,98.0,1.4717281653585594,0.04414286761942372,-0.5516184155537729,0.7789960647016386,0.01365205892561977,9,305.0,345.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,1,40.0,30000,750.0,3.556716227613315,0.9652814103860486,0.32842711986903217,2.1022336845755234,0.4875898978763611,193,40.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,2,30.0,29999,999.0,1.843852740641045,0.07088195278416876,-0.7899636121213596,1.5640593243082246,0.16882785534453892,5,30.0,855.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,3,890.0,29998,33.0,1.6180707441279039,0.001723049926167283,-0.6418341009597037,1.5460637832962294,0.019691170255008623,1,890.0,890.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,6,100.0,29995,299.0,1.5139380020553501,0.048979464714954166,-0.8676626329208779,0.8109045571769746,0.03257667483372487,3,100.0,115.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,8,95.0,29993,315.0,1.4549519264023738,0.05378831338896142,-0.5190458217598083,1.0808165752900423,0.019983939667557,5,95.0,120.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,9,155.0,29992,193.0,1.4544538126928592,0.04716643555037918,-0.4056354288109279,1.1025156398517568,0.020031558803903747,23,155.0,300.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,27,3985030948363831808,10,225.0,29991,133.0,1.4511720285841099,0.0352483309610233,-0.16868379009980056,1.2630005777091171,0.02338830694568271,38,225.0,525.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,1,95.0,30000,315.0,4.509196608895945,1.3161141470161968,0.3650073079061798,2.1344186127812668,0.44930282377954556,182,95.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,2,30.0,29999,999.0,1.84893524002449,0.06981575759822892,-0.8294347653423557,1.561061692356934,0.17365784646737648,4,30.0,400.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,3,35.0,29998,857.0,1.5723946722544686,0.037525533506163514,-0.7733321286256979,1.4023935614234007,0.05784635612175801,3,35.0,45.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,5,765.0,29996,39.0,1.5675478576276873,0.0015880637121491177,-0.5565158782370203,1.5234978769251486,0.005579194510487027,10,765.0,990.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,8,110.0,29993,272.0,1.465006113923729,0.04647304665245017,-0.48347652790130086,1.1327227059205272,0.019835558885978852,2,110.0,115.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,9,200.0,29992,149.0,1.4643033807982717,0.04155218510995219,-0.3671328903532063,1.1390140106424527,0.02101932101873534,15,200.0,275.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,28,3864938883082714624,10,265.0,29991,113.0,1.4547227659059134,0.03444506307027981,-0.17217323416235147,1.2584728365630116,0.023309736596533306,41,265.0,535.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,1,30.0,30000,1000.0,3.3112525290097707,0.9131771017782697,0.30191279723231434,2.0475341034685237,0.5316443370090956,195,30.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,2,445.0,29999,67.0,1.924654671892807,0.006180753249178467,-0.715187540922567,1.7191059669418058,0.09330994826697982,22,445.0,935.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,3,35.0,29998,857.0,1.5724531615977666,0.03849388760199659,-0.7976784869638321,1.3928440910234885,0.06015309766555398,1,35.0,35.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,5,995.0,29996,30.0,1.5679014095571473,0.0012408639023170536,-0.5109403171154783,1.5340279861797521,0.004498496893071243,1,995.0,995.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,6,,29995,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,8,115.0,29993,260.0,1.461474254110799,0.04476487377362906,-0.4408855216288321,1.1584532229550915,0.021002214266217036,12,115.0,175.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,9,170.0,29992,176.0,1.4509919602843988,0.04041937001787558,-0.30387817657242044,1.195609236441733,0.02188572770735257,51,170.0,440.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,frechet,0.3,2.0,29,1793390659084601600,10,260.0,29991,115.0,1.4517588545862425,0.03330901162091521,-0.19135389823210497,1.2550729082189154,0.021502863936243496,142,260.0,990.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,1,15.0,30000,2000.0,3.367895814142658,0.863135511829343,0.03702754415417399,2.4386725652022307,0.8287286569501163,198,15.0,1000.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,2,745.0,29999,40.0,2.190979590175182,0.004433954641554723,-0.7701883653209729,1.9251194870925965,0.12266035729214239,7,745.0,975.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,3,30.0,29998,999.0,1.5043641276325608,0.08932364296323114,-0.8495949505621896,1.1276996669322865,0.12605865571085118,2,30.0,35.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,4,,29997,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,5,,29996,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,6,100.0,29995,299.0,1.3907481903777694,0.10075997161383893,-0.8883931138856351,-0.11954536478846234,0.06636655116478397,2,100.0,125.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,7,,29994,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,8,130.0,29993,230.0,1.2877340712331131,0.0941496708790899,-0.4963691744259461,0.5216192972617925,0.04267896567731913,1,130.0,130.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,9,165.0,29992,181.0,1.2527917066534267,0.09642269648987492,-0.4029239545561455,0.5130560028813727,0.04223644372880673,41,165.0,400.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,0,698823144548493184,10,230.0,29991,130.0,1.247596764934344,0.09076282575616268,-0.39588357283967457,0.43310709739557396,0.034963189794088155,123,230.0,950.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,1,16371576964515379200,1,25.0,30000,1200.0,3.798411379991772,0.8779501925419997,0.04313310159845185,2.4333350518415995,0.8190702165902567,186,25.0,950.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,1,16371576964515379200,2,25.0,29999,1199.0,2.0269781553282913,0.14281394632925526,-0.8387544116867242,1.5404973979460064,0.30799563236932914,1,25.0,25.0,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,1,16371576964515379200,3,,29998,,,,,,,0,,,test,30000,0.01,min
doubling-p2-3,doubling,0.6666666666666666,gumbel,0.0,2.0,1,16371576964515379200,4,,29997,,,,,,,0,,,test,30000,0.01,min
